spout_wait,spliters,counters,<$throughput
0.0,0.0,0.0,5882.9
0.0,0.0,0.058823529411764705,7005.6
0.0,0.0,0.11764705882352941,6892.6
0.0,0.0,0.17647058823529413,7355.8
0.0,0.0,0.23529411764705882,6709.0
0.0,0.0,0.29411764705882354,7859.8
0.0,0.0,0.35294117647058826,7380.4
0.0,0.0,0.4117647058823529,6860.6
0.0,0.0,0.47058823529411764,7353.9
0.0,0.0,0.5294117647058824,7255.9
0.0,0.0,0.5882352941176471,8100.7
0.0,0.0,0.6470588235294118,7759.8
0.0,0.0,0.7058823529411765,7285.0
0.0,0.0,0.7647058823529411,6851.1
0.0,0.0,0.8235294117647058,7686.8
0.0,0.0,0.8823529411764706,7087.6
0.0,0.0,0.9411764705882353,6941.9
0.0,0.0,1.0,7211.5
0.0,0.2,0.0,7776.9
0.0,0.2,0.058823529411764705,8436.4
0.0,0.2,0.11764705882352941,8711.4
0.0,0.2,0.17647058823529413,7972.4
0.0,0.2,0.23529411764705882,9191.1
0.0,0.2,0.29411764705882354,8216.0
0.0,0.2,0.35294117647058826,8878.6
0.0,0.2,0.4117647058823529,9023.6
0.0,0.2,0.47058823529411764,9224.8
0.0,0.2,0.5294117647058824,9157.3
0.0,0.2,0.5882352941176471,9394.9
0.0,0.2,0.6470588235294118,9053.0
0.0,0.2,0.7058823529411765,8708.4
0.0,0.2,0.7647058823529411,8300.4
0.0,0.2,0.8235294117647058,8523.1
0.0,0.2,0.8823529411764706,8767.5
0.0,0.2,0.9411764705882353,9841.7
0.0,0.2,1.0,9861.4
0.0,0.4,0.0,10114.0
0.0,0.4,0.058823529411764705,10517.0
0.0,0.4,0.11764705882352941,9882.4
0.0,0.4,0.17647058823529413,9102.1
0.0,0.4,0.23529411764705882,9130.4
0.0,0.4,0.29411764705882354,9793.3
0.0,0.4,0.35294117647058826,9484.2
0.0,0.4,0.4117647058823529,9962.5
0.0,0.4,0.47058823529411764,9381.8
0.0,0.4,0.5294117647058824,9962.3
0.0,0.4,0.5882352941176471,10419.0
0.0,0.4,0.6470588235294118,9966.8
0.0,0.4,0.7058823529411765,10170.0
0.0,0.4,0.7647058823529411,10168.0
0.0,0.4,0.8235294117647058,10060.0
0.0,0.4,0.8823529411764706,9582.1
0.0,0.4,0.9411764705882353,10115.0
0.0,0.4,1.0,10505.0
0.0,0.6,0.0,10382.0
0.0,0.6,0.058823529411764705,9793.7
0.0,0.6,0.11764705882352941,9322.5
0.0,0.6,0.17647058823529413,9141.9
0.0,0.6,0.23529411764705882,9442.7
0.0,0.6,0.29411764705882354,9298.4
0.0,0.6,0.35294117647058826,9424.6
0.0,0.6,0.4117647058823529,10043.0
0.0,0.6,0.47058823529411764,10214.0
0.0,0.6,0.5294117647058824,10127.0
0.0,0.6,0.5882352941176471,9834.2
0.0,0.6,0.6470588235294118,9523.8
0.0,0.6,0.7058823529411765,10221.0
0.0,0.6,0.7647058823529411,9682.1
0.0,0.6,0.8235294117647058,10323.0
0.0,0.6,0.8823529411764706,9896.1
0.0,0.6,0.9411764705882353,10153.0
0.0,0.6,1.0,9845.3
0.0,0.8,0.0,9549.3
0.0,0.8,0.058823529411764705,9597.9
0.0,0.8,0.11764705882352941,9823.6
0.0,0.8,0.17647058823529413,9145.6
0.0,0.8,0.23529411764705882,9793.1
0.0,0.8,0.29411764705882354,9755.6
