max_spout,spliters,counters,<$throughput
0.0,0.0,0.0,4255.3
0.0,0.0,0.11764705882352941,4160.1
0.0,0.0,0.29411764705882354,4089.5
0.0,0.0,0.47058823529411764,4156.9
0.0,0.0,0.6470588235294118,4013.8
0.0,0.0,0.8235294117647058,4194.1
0.0,0.0,1.0,3964.2
0.0,0.2,0.0,4294.7
0.0,0.2,0.11764705882352941,4343.6
0.0,0.2,0.29411764705882354,4423.6
0.0,0.2,0.47058823529411764,4369.6
0.0,0.2,0.6470588235294118,4288.1
0.0,0.2,0.8235294117647058,4291.2
0.0,0.2,1.0,4236.2
0.0,0.4,0.0,4980.3
0.0,0.4,0.11764705882352941,5058.6
0.0,0.4,0.29411764705882354,4836.7
0.0,0.4,0.47058823529411764,4786.9
0.0,0.4,0.6470588235294118,4528.8
0.0,0.4,0.8235294117647058,4767.6
0.0,0.4,1.0,4949.1
0.0,1.0,0.0,4904.2
0.0,1.0,0.11764705882352941,5151.0
0.0,1.0,0.29411764705882354,4847.1
0.0,1.0,0.47058823529411764,4891.9
0.0,1.0,0.6470588235294118,4871.0
0.0,1.0,0.8235294117647058,4645.8
0.0,1.0,1.0,4688.1
9.000009000009e-06,0.0,0.0,8226.1
9.000009000009e-06,0.0,0.11764705882352941,12697.0
9.000009000009e-06,0.0,0.29411764705882354,14870.0
9.000009000009e-06,0.0,0.47058823529411764,14807.0
9.000009000009e-06,0.0,0.6470588235294118,15374.0
9.000009000009e-06,0.0,0.8235294117647058,16019.0
9.000009000009e-06,0.0,1.0,15103.0
9.000009000009e-06,0.2,0.0,7006.2
9.000009000009e-06,0.2,0.11764705882352941,14169.0
9.000009000009e-06,0.2,0.29411764705882354,18462.0
9.000009000009e-06,0.2,0.47058823529411764,18652.0
9.000009000009e-06,0.2,0.6470588235294118,20233.0
9.000009000009e-06,0.2,0.8235294117647058,19505.0
9.000009000009e-06,0.2,1.0,19335.0
9.000009000009e-06,0.4,0.0,8219.4
9.000009000009e-06,0.4,0.11764705882352941,14591.0
9.000009000009e-06,0.4,0.29411764705882354,15736.0
9.000009000009e-06,0.4,0.47058823529411764,17161.0
9.000009000009e-06,0.4,0.6470588235294118,17130.0
9.000009000009e-06,0.4,0.8235294117647058,17209.0
9.000009000009e-06,0.4,1.0,16140.0
9.000009000009e-06,1.0,0.0,7524.2
9.000009000009e-06,1.0,0.11764705882352941,16238.0
9.000009000009e-06,1.0,0.29411764705882354,20089.0
9.000009000009e-06,1.0,0.47058823529411764,20066.0
9.000009000009e-06,1.0,0.6470588235294118,19528.0
9.000009000009e-06,1.0,0.8235294117647058,19157.0
9.000009000009e-06,1.0,1.0,18380.0
9.9000099000099e-05,0.0,0.0,8511.2
9.9000099000099e-05,0.0,0.11764705882352941,15515.0
9.9000099000099e-05,0.0,0.29411764705882354,18264.0
9.9000099000099e-05,0.0,0.47058823529411764,18652.0
9.9000099000099e-05,0.0,0.6470588235294118,20872.0
9.9000099000099e-05,0.0,0.8235294117647058,19875.0
9.9000099000099e-05,0.0,1.0,20121.0
9.9000099000099e-05,0.2,0.0,8746.0
9.9000099000099e-05,0.2,0.11764705882352941,18568.0
9.9000099000099e-05,0.2,0.29411764705882354,20814.0
9.9000099000099e-05,0.2,0.47058823529411764,24962.0
9.9000099000099e-05,0.2,0.6470588235294118,26373.0
9.9000099000099e-05,0.2,0.8235294117647058,25948.0
9.9000099000099e-05,0.2,1.0,25565.0
9.9000099000099e-05,0.4,0.0,8465.1
9.9000099000099e-05,0.4,0.11764705882352941,16941.0
9.9000099000099e-05,0.4,0.29411764705882354,20045.0
9.9000099000099e-05,0.4,0.47058823529411764,21448.0
9.9000099000099e-05,0.4,0.6470588235294118,20821.0
9.9000099000099e-05,0.4,0.8235294117647058,23240.0
9.9000099000099e-05,0.4,1.0,21234.0
9.9000099000099e-05,1.0,0.0,9214.4
9.9000099000099e-05,1.0,0.11764705882352941,20359.0
9.9000099000099e-05,1.0,0.29411764705882354,21587.0
9.9000099000099e-05,1.0,0.47058823529411764,23142.0
9.9000099000099e-05,1.0,0.6470588235294118,24892.0
9.9000099000099e-05,1.0,0.8235294117647058,23675.0
9.9000099000099e-05,1.0,1.0,22884.0
0.000999000999000999,0.0,0.0,10038.0
0.000999000999000999,0.0,0.11764705882352941,20050.0
0.000999000999000999,0.0,0.29411764705882354,22015.0
0.000999000999000999,0.0,0.47058823529411764,24910.0
0.000999000999000999,0.0,0.6470588235294118,21808.0
0.000999000999000999,0.0,0.8235294117647058,23497.0
0.000999000999000999,0.0,1.0,24392.0
0.000999000999000999,0.2,0.0,8666.8
0.000999000999000999,0.2,0.11764705882352941,22289.0
0.000999000999000999,0.2,0.29411764705882354,25805.0
0.000999000999000999,0.2,0.47058823529411764,28129.0
0.000999000999000999,0.2,0.6470588235294118,32399.0
0.000999000999000999,0.2,0.8235294117647058,33549.0
0.000999000999000999,0.2,1.0,32815.0
0.000999000999000999,0.4,0.0,9973.9
0.000999000999000999,0.4,0.11764705882352941,19036.0
0.000999000999000999,0.4,0.29411764705882354,19858.0
0.000999000999000999,0.4,0.47058823529411764,22911.0
0.000999000999000999,0.4,0.6470588235294118,22122.0
0.000999000999000999,0.4,0.8235294117647058,22132.0
0.000999000999000999,0.4,1.0,21701.0
0.000999000999000999,1.0,0.0,11583.0
0.000999000999000999,1.0,0.11764705882352941,22423.0
0.000999000999000999,1.0,0.29411764705882354,25492.0
0.000999000999000999,1.0,0.47058823529411764,25870.0
0.000999000999000999,1.0,0.6470588235294118,26596.0
0.000999000999000999,1.0,0.8235294117647058,25833.0
0.000999000999000999,1.0,1.0,24255.0
0.00999900999901,0.0,0.0,9689.1
0.00999900999901,0.0,0.11764705882352941,20072.0
0.00999900999901,0.0,0.29411764705882354,29612.0
0.00999900999901,0.0,0.47058823529411764,20060.0
0.00999900999901,0.0,0.6470588235294118,20300.0
0.00999900999901,0.0,0.8235294117647058,20936.0
0.00999900999901,0.0,1.0,20440.0
0.00999900999901,0.2,0.0,7431.5
0.00999900999901,0.2,0.11764705882352941,22333.0
0.00999900999901,0.2,0.29411764705882354,29437.0
0.00999900999901,0.2,0.47058823529411764,30161.0
0.00999900999901,0.2,0.6470588235294118,35418.0
0.00999900999901,0.2,0.8235294117647058,33155.0
0.00999900999901,0.2,1.0,31933.0
0.00999900999901,0.4,0.0,8683.1
0.00999900999901,0.4,0.11764705882352941,17617.0
0.00999900999901,0.4,0.29411764705882354,18757.0
0.00999900999901,0.4,0.47058823529411764,18710.0
0.00999900999901,0.4,0.6470588235294118,19488.0
0.00999900999901,0.4,0.8235294117647058,21523.0
0.00999900999901,0.4,1.0,21380.0
0.00999900999901,1.0,0.0,21157.0
0.00999900999901,1.0,0.11764705882352941,20442.0
0.00999900999901,1.0,0.29411764705882354,26660.0
0.00999900999901,1.0,0.47058823529411764,25202.0
0.00999900999901,1.0,0.6470588235294118,25977.0
0.00999900999901,1.0,0.8235294117647058,25530.0
0.00999900999901,1.0,1.0,26558.0
0.0999990999991,0.0,0.0,7473.9
