max_spout,spliters,counters,<$throughput
0.0,0.0,0.0,4123.9
0.0,0.0,0.11764705882352941,4098.6
0.0,0.0,0.29411764705882354,4176.9
0.0,0.0,0.47058823529411764,4059.4
0.0,0.0,0.6470588235294118,4032.0
0.0,0.0,0.8235294117647058,3983.3
0.0,0.0,1.0,4100.2
0.0,0.2,0.0,4097.1
0.0,0.2,0.11764705882352941,4213.6
0.0,0.2,0.29411764705882354,4123.2
0.0,0.2,0.47058823529411764,4212.6
0.0,0.2,0.6470588235294118,4224.6
0.0,0.2,0.8235294117647058,4192.9
0.0,0.2,1.0,4229.9
0.0,0.4,0.0,4869.9
0.0,0.4,0.11764705882352941,4742.8
0.0,0.4,0.29411764705882354,4745.9
0.0,0.4,0.47058823529411764,4646.2
0.0,0.4,0.6470588235294118,4589.6
0.0,0.4,0.8235294117647058,4684.3
0.0,0.4,1.0,4593.9
0.0,1.0,0.0,4849.6
0.0,1.0,0.11764705882352941,4850.4
0.0,1.0,0.29411764705882354,4716.8
0.0,1.0,0.47058823529411764,4568.4
0.0,1.0,0.6470588235294118,4638.4
0.0,1.0,0.8235294117647058,4642.1
0.0,1.0,1.0,4702.3
9.000009000009e-06,0.0,0.0,7494.8
9.000009000009e-06,0.0,0.11764705882352941,12690.0
9.000009000009e-06,0.0,0.29411764705882354,13341.0
9.000009000009e-06,0.0,0.47058823529411764,12787.0
9.000009000009e-06,0.0,0.6470588235294118,13208.0
9.000009000009e-06,0.0,0.8235294117647058,13048.0
9.000009000009e-06,0.0,1.0,13618.0
9.000009000009e-06,0.2,0.0,6876.2
9.000009000009e-06,0.2,0.11764705882352941,13898.0
9.000009000009e-06,0.2,0.29411764705882354,17445.0
9.000009000009e-06,0.2,0.47058823529411764,18656.0
9.000009000009e-06,0.2,0.6470588235294118,19215.0
9.000009000009e-06,0.2,0.8235294117647058,18564.0
9.000009000009e-06,0.2,1.0,18872.0
9.000009000009e-06,0.4,0.0,7221.4
9.000009000009e-06,0.4,0.11764705882352941,14028.0
9.000009000009e-06,0.4,0.29411764705882354,16094.0
9.000009000009e-06,0.4,0.47058823529411764,16038.0
9.000009000009e-06,0.4,0.6470588235294118,15038.0
9.000009000009e-06,0.4,0.8235294117647058,15777.0
9.000009000009e-06,0.4,1.0,16158.0
