spout_wait,spliters,counters,<$throughput
0.0,0.0,0.0,8006.2
0.0,0.0,0.058823529411764705,10818.0
0.0,0.0,0.11764705882352941,11601.0
0.0,0.0,0.17647058823529413,11537.0
0.0,0.0,0.23529411764705882,12999.0
0.0,0.0,0.29411764705882354,12285.0
0.0,0.0,0.35294117647058826,12032.0
0.0,0.0,0.4117647058823529,13630.0
0.0,0.0,0.47058823529411764,12168.0
0.0,0.0,0.5294117647058824,13055.0
0.0,0.0,0.5882352941176471,14500.0
0.0,0.0,0.6470588235294118,12239.0
0.0,0.0,0.7058823529411765,12596.0
0.0,0.0,0.7647058823529411,15891.0
0.0,0.0,0.8235294117647058,13164.0
0.0,0.0,0.8823529411764706,12781.0
0.0,0.0,0.9411764705882353,16487.0
0.0,0.0,1.0,12962.0
0.0,0.2,0.0,8587.7
0.0,0.2,0.058823529411764705,11514.0
0.0,0.2,0.11764705882352941,12493.0
0.0,0.2,0.17647058823529413,14253.0
0.0,0.2,0.23529411764705882,14658.0
0.0,0.2,0.29411764705882354,14244.0
0.0,0.2,0.35294117647058826,15192.0
0.0,0.2,0.4117647058823529,16267.0
0.0,0.2,0.47058823529411764,15377.0
0.0,0.2,0.5294117647058824,16738.0
0.0,0.2,0.5882352941176471,16819.0
0.0,0.2,0.6470588235294118,15830.0
0.0,0.2,0.7058823529411765,16286.0
0.0,0.2,0.7647058823529411,17417.0
0.0,0.2,0.8235294117647058,16529.0
0.0,0.2,0.8823529411764706,18331.0
0.0,0.2,0.9411764705882353,18839.0
0.0,0.2,1.0,15819.0
0.0,0.4,0.0,7905.6
0.0,0.4,0.058823529411764705,11995.0
0.0,0.4,0.11764705882352941,13484.0
0.0,0.4,0.17647058823529413,14334.0
0.0,0.4,0.23529411764705882,14845.0
0.0,0.4,0.29411764705882354,14644.0
0.0,0.4,0.35294117647058826,16029.0
0.0,0.4,0.4117647058823529,16550.0
0.0,0.4,0.47058823529411764,17202.0
0.0,0.4,0.5294117647058824,17784.0
0.0,0.4,0.5882352941176471,17484.0
0.0,0.4,0.6470588235294118,18268.0
0.0,0.4,0.7058823529411765,18222.0
0.0,0.4,0.7647058823529411,17396.0
0.0,0.4,0.8235294117647058,19206.0
0.0,0.4,0.8823529411764706,18801.0
0.0,0.4,0.9411764705882353,19818.0
0.0,0.4,1.0,18647.0
0.0,0.6,0.0,8297.3
0.0,0.6,0.058823529411764705,11975.0
0.0,0.6,0.11764705882352941,13958.0
0.0,0.6,0.17647058823529413,14204.0
0.0,0.6,0.23529411764705882,15173.0
0.0,0.6,0.29411764705882354,15596.0
0.0,0.6,0.35294117647058826,15648.0
0.0,0.6,0.4117647058823529,16533.0
0.0,0.6,0.47058823529411764,15607.0
0.0,0.6,0.5294117647058824,17669.0
0.0,0.6,0.5882352941176471,17728.0
0.0,0.6,0.6470588235294118,18493.0
0.0,0.6,0.7058823529411765,18710.0
0.0,0.6,0.7647058823529411,17538.0
0.0,0.6,0.8235294117647058,18404.0
0.0,0.6,0.8823529411764706,17685.0
0.0,0.6,0.9411764705882353,19895.0
0.0,0.6,1.0,18807.0
0.0,0.8,0.0,8381.5
0.0,0.8,0.058823529411764705,11395.0
0.0,0.8,0.11764705882352941,13665.0
0.0,0.8,0.17647058823529413,14629.0
0.0,0.8,0.23529411764705882,14958.0
0.0,0.8,0.29411764705882354,15394.0
0.0,0.8,0.35294117647058826,15979.0
0.0,0.8,0.4117647058823529,15568.0
0.0,0.8,0.47058823529411764,17086.0
0.0,0.8,0.5294117647058824,18338.0
0.0,0.8,0.5882352941176471,17640.0
0.0,0.8,0.6470588235294118,18590.0
0.0,0.8,0.7058823529411765,18384.0
0.0,0.8,0.7647058823529411,17701.0
0.0,0.8,0.8235294117647058,19350.0
0.0,0.8,0.8823529411764706,19524.0
0.0,0.8,0.9411764705882353,20391.0
0.0,0.8,1.0,19409.0
0.0,1.0,0.0,8439.5
0.0,1.0,0.058823529411764705,11370.0
0.0,1.0,0.11764705882352941,13978.0
0.0,1.0,0.17647058823529413,14036.0
0.0,1.0,0.23529411764705882,14816.0
0.0,1.0,0.29411764705882354,15571.0
0.0,1.0,0.35294117647058826,14952.0
0.0,1.0,0.4117647058823529,16616.0
0.0,1.0,0.47058823529411764,17646.0
0.0,1.0,0.5294117647058824,18354.0
0.0,1.0,0.5882352941176471,18004.0
0.0,1.0,0.6470588235294118,18961.0
0.0,1.0,0.7058823529411765,17982.0
0.0,1.0,0.7647058823529411,18238.0
0.0,1.0,0.8235294117647058,19629.0
0.0,1.0,0.8823529411764706,19256.0
0.0,1.0,0.9411764705882353,20024.0
0.0,1.0,1.0,19152.0
0.00010001000100010001,0.0,0.0,8337.3
0.00010001000100010001,0.0,0.058823529411764705,11726.0
0.00010001000100010001,0.0,0.11764705882352941,12804.0
0.00010001000100010001,0.0,0.17647058823529413,12507.0
0.00010001000100010001,0.0,0.23529411764705882,13998.0
0.00010001000100010001,0.0,0.29411764705882354,12043.0
0.00010001000100010001,0.0,0.35294117647058826,12766.0
0.00010001000100010001,0.0,0.4117647058823529,14679.0
0.00010001000100010001,0.0,0.47058823529411764,13015.0
0.00010001000100010001,0.0,0.5294117647058824,13940.0
0.00010001000100010001,0.0,0.5882352941176471,16112.0
0.00010001000100010001,0.0,0.6470588235294118,13566.0
0.00010001000100010001,0.0,0.7058823529411765,13554.0
0.00010001000100010001,0.0,0.7647058823529411,16567.0
0.00010001000100010001,0.0,0.8235294117647058,13883.0
0.00010001000100010001,0.0,0.8823529411764706,14072.0
0.00010001000100010001,0.0,0.9411764705882353,16256.0
0.00010001000100010001,0.0,1.0,13858.0
0.00010001000100010001,0.2,0.0,9093.2
0.00010001000100010001,0.2,0.058823529411764705,11914.0
0.00010001000100010001,0.2,0.11764705882352941,12954.0
0.00010001000100010001,0.2,0.17647058823529413,14545.0
0.00010001000100010001,0.2,0.23529411764705882,14916.0
0.00010001000100010001,0.2,0.29411764705882354,14743.0
0.00010001000100010001,0.2,0.35294117647058826,15682.0
0.00010001000100010001,0.2,0.4117647058823529,16853.0
0.00010001000100010001,0.2,0.47058823529411764,15583.0
0.00010001000100010001,0.2,0.5294117647058824,17373.0
0.00010001000100010001,0.2,0.5882352941176471,17310.0
0.00010001000100010001,0.2,0.6470588235294118,16945.0
0.00010001000100010001,0.2,0.7058823529411765,17908.0
0.00010001000100010001,0.2,0.7647058823529411,18040.0
0.00010001000100010001,0.2,0.8235294117647058,16557.0
0.00010001000100010001,0.2,0.8823529411764706,18510.0
0.00010001000100010001,0.2,0.9411764705882353,19269.0
0.00010001000100010001,0.2,1.0,17493.0
0.00010001000100010001,0.4,0.0,8506.4
0.00010001000100010001,0.4,0.058823529411764705,12453.0
0.00010001000100010001,0.4,0.11764705882352941,14913.0
0.00010001000100010001,0.4,0.17647058823529413,14668.0
0.00010001000100010001,0.4,0.23529411764705882,15768.0
0.00010001000100010001,0.4,0.29411764705882354,15960.0
0.00010001000100010001,0.4,0.35294117647058826,15743.0
0.00010001000100010001,0.4,0.4117647058823529,16592.0
0.00010001000100010001,0.4,0.47058823529411764,17332.0
0.00010001000100010001,0.4,0.5294117647058824,18007.0
0.00010001000100010001,0.4,0.5882352941176471,17883.0
0.00010001000100010001,0.4,0.6470588235294118,18862.0
0.00010001000100010001,0.4,0.7058823529411765,18608.0
0.00010001000100010001,0.4,0.7647058823529411,18380.0
0.00010001000100010001,0.4,0.8235294117647058,19434.0
0.00010001000100010001,0.4,0.8823529411764706,19199.0
0.00010001000100010001,0.4,0.9411764705882353,19203.0
0.00010001000100010001,0.4,1.0,19432.0
0.00010001000100010001,0.6,0.0,8602.2
0.00010001000100010001,0.6,0.058823529411764705,12513.0
0.00010001000100010001,0.6,0.11764705882352941,14814.0
0.00010001000100010001,0.6,0.17647058823529413,13608.0
0.00010001000100010001,0.6,0.23529411764705882,14505.0
0.00010001000100010001,0.6,0.29411764705882354,16542.0
0.00010001000100010001,0.6,0.35294117647058826,16129.0
0.00010001000100010001,0.6,0.4117647058823529,17221.0
0.00010001000100010001,0.6,0.47058823529411764,17995.0
0.00010001000100010001,0.6,0.5294117647058824,18969.0
0.00010001000100010001,0.6,0.5882352941176471,17455.0
0.00010001000100010001,0.6,0.6470588235294118,19018.0
0.00010001000100010001,0.6,0.7058823529411765,19090.0
0.00010001000100010001,0.6,0.7647058823529411,18913.0
0.00010001000100010001,0.6,0.8235294117647058,20094.0
0.00010001000100010001,0.6,0.8823529411764706,19321.0
0.00010001000100010001,0.6,0.9411764705882353,19333.0
0.00010001000100010001,0.6,1.0,19208.0
0.00010001000100010001,0.8,0.0,8853.8
0.00010001000100010001,0.8,0.058823529411764705,12244.0
