spouts,max_spout,spout_wait,spliters,counters,netty_min_wait,<$latency
0.0,0.0,0.0,0.0,0.0,0.0,4.4468
0.0,0.0,0.0,0.0,0.0,0.09090909090909091,4.405
0.0,0.0,0.0,0.0,0.0,1.0,4.4484
0.0,0.0,0.0,0.0,0.18181818181818182,0.0,4.4822
0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,4.4268
0.0,0.0,0.0,0.0,0.18181818181818182,1.0,4.4785
0.0,0.0,0.0,0.0,0.45454545454545453,0.0,4.5171
0.0,0.0,0.0,0.0,0.45454545454545453,0.09090909090909091,4.6677
0.0,0.0,0.0,0.0,0.45454545454545453,1.0,4.5484
0.0,0.0,0.0,0.0,1.0,0.0,4.6159
0.0,0.0,0.0,0.0,1.0,0.09090909090909091,4.6134
0.0,0.0,0.0,0.0,1.0,1.0,4.5637
0.0,0.0,0.0,0.2,0.0,0.0,4.2424
0.0,0.0,0.0,0.2,0.0,0.09090909090909091,4.3134
0.0,0.0,0.0,0.2,0.0,1.0,4.1886
0.0,0.0,0.0,0.2,0.18181818181818182,0.0,4.5248
0.0,0.0,0.0,0.2,0.18181818181818182,0.09090909090909091,4.538
0.0,0.0,0.0,0.2,0.18181818181818182,1.0,4.558
0.0,0.0,0.0,0.2,0.45454545454545453,0.0,4.6177
0.0,0.0,0.0,0.2,0.45454545454545453,0.09090909090909091,4.6241
0.0,0.0,0.0,0.2,0.45454545454545453,1.0,4.6823
0.0,0.0,0.0,0.2,1.0,0.0,4.6904
0.0,0.0,0.0,0.2,1.0,0.09090909090909091,4.5742
0.0,0.0,0.0,0.2,1.0,1.0,4.6747
0.0,0.0,0.0,0.4,0.0,0.0,3.5077
0.0,0.0,0.0,0.4,0.0,0.09090909090909091,3.4968
0.0,0.0,0.0,0.4,0.0,1.0,3.5415
0.0,0.0,0.0,0.4,0.18181818181818182,0.0,3.5633
0.0,0.0,0.0,0.4,0.18181818181818182,0.09090909090909091,3.3944
0.0,0.0,0.0,0.4,0.18181818181818182,1.0,3.4557
0.0,0.0,0.0,0.4,0.45454545454545453,0.0,3.4955
0.0,0.0,0.0,0.4,0.45454545454545453,0.09090909090909091,3.4097
0.0,0.0,0.0,0.4,0.45454545454545453,1.0,3.46
0.0,0.0,0.0,0.4,1.0,0.0,3.5019
0.0,0.0,0.0,0.4,1.0,0.09090909090909091,3.5121
0.0,0.0,0.0,0.4,1.0,1.0,3.607
0.0,0.0,0.0,1.0,0.0,0.0,3.6658
0.0,0.0,0.0,1.0,0.0,0.09090909090909091,3.5718
0.0,0.0,0.0,1.0,0.0,1.0,3.5026
0.0,0.0,0.0,1.0,0.18181818181818182,0.0,3.3911
0.0,0.0,0.0,1.0,0.18181818181818182,0.09090909090909091,3.4513
0.0,0.0,0.0,1.0,0.18181818181818182,1.0,3.3172
0.0,0.0,0.0,1.0,0.45454545454545453,0.0,7.6576
0.0,0.0,0.0,1.0,0.45454545454545453,0.09090909090909091,3.4768
0.0,0.0,0.0,1.0,0.45454545454545453,1.0,3.4791
0.0,0.0,0.0,1.0,1.0,0.0,3.4506
0.0,0.0,0.0,1.0,1.0,0.09090909090909091,3.484
0.0,0.0,0.0,1.0,1.0,1.0,3.5139
0.0,0.0,0.010101010101010102,0.0,0.0,0.0,5.49
0.0,0.0,0.010101010101010102,0.0,0.0,0.09090909090909091,5.2346
0.0,0.0,0.010101010101010102,0.0,0.0,1.0,5.3567
0.0,0.0,0.010101010101010102,0.0,0.18181818181818182,0.0,5.1373
0.0,0.0,0.010101010101010102,0.0,0.18181818181818182,0.09090909090909091,5.2128
0.0,0.0,0.010101010101010102,0.0,0.18181818181818182,1.0,5.0699
0.0,0.0,0.010101010101010102,0.0,0.45454545454545453,0.0,5.3701
0.0,0.0,0.010101010101010102,0.0,0.45454545454545453,0.09090909090909091,5.2684
0.0,0.0,0.010101010101010102,0.0,0.45454545454545453,1.0,5.3351
0.0,0.0,0.010101010101010102,0.0,1.0,0.0,5.3401
0.0,0.0,0.010101010101010102,0.0,1.0,0.09090909090909091,5.3387
0.0,0.0,0.010101010101010102,0.0,1.0,1.0,5.281
0.0,0.0,0.010101010101010102,0.2,0.0,0.0,4.8949
0.0,0.0,0.010101010101010102,0.2,0.0,0.09090909090909091,4.905
0.0,0.0,0.010101010101010102,0.2,0.0,1.0,4.9675
0.0,0.0,0.010101010101010102,0.2,0.18181818181818182,0.0,5.1239
0.0,0.0,0.010101010101010102,0.2,0.18181818181818182,0.09090909090909091,4.9987
0.0,0.0,0.010101010101010102,0.2,0.18181818181818182,1.0,5.1377
0.0,0.0,0.010101010101010102,0.2,0.45454545454545453,0.0,5.1432
0.0,0.0,0.010101010101010102,0.2,0.45454545454545453,0.09090909090909091,5.139
0.0,0.0,0.010101010101010102,0.2,0.45454545454545453,1.0,5.1478
0.0,0.0,0.010101010101010102,0.2,1.0,0.0,5.4703
0.0,0.0,0.010101010101010102,0.2,1.0,0.09090909090909091,5.1627
0.0,0.0,0.010101010101010102,0.2,1.0,1.0,5.4166
0.0,0.0,0.010101010101010102,0.4,0.0,0.0,4.4675
0.0,0.0,0.010101010101010102,0.4,0.0,0.09090909090909091,4.5089
0.0,0.0,0.010101010101010102,0.4,0.0,1.0,4.5103
0.0,0.0,0.010101010101010102,0.4,0.18181818181818182,0.0,4.291
0.0,0.0,0.010101010101010102,0.4,0.18181818181818182,0.09090909090909091,4.3764
0.0,0.0,0.010101010101010102,0.4,0.18181818181818182,1.0,4.3585
0.0,0.0,0.010101010101010102,0.4,0.45454545454545453,0.0,4.307
0.0,0.0,0.010101010101010102,0.4,0.45454545454545453,0.09090909090909091,4.2994
0.0,0.0,0.010101010101010102,0.4,0.45454545454545453,1.0,4.5131
0.0,0.0,0.010101010101010102,0.4,1.0,0.0,4.5767
0.0,0.0,0.010101010101010102,0.4,1.0,0.09090909090909091,4.3609
0.0,0.0,0.010101010101010102,0.4,1.0,1.0,4.4103
0.0,0.0,0.010101010101010102,1.0,0.0,0.0,4.5206
0.0,0.0,0.010101010101010102,1.0,0.0,0.09090909090909091,4.3057
0.0,0.0,0.010101010101010102,1.0,0.0,1.0,4.4787
0.0,0.0,0.010101010101010102,1.0,0.18181818181818182,0.0,4.379
0.0,0.0,0.010101010101010102,1.0,0.18181818181818182,0.09090909090909091,4.2981
0.0,0.0,0.010101010101010102,1.0,0.18181818181818182,1.0,4.3381
0.0,0.0,0.010101010101010102,1.0,0.45454545454545453,0.0,4.3737
0.0,0.0,0.010101010101010102,1.0,0.45454545454545453,0.09090909090909091,4.3308
0.0,0.0,0.010101010101010102,1.0,0.45454545454545453,1.0,4.3968
0.0,0.0,0.010101010101010102,1.0,1.0,0.0,4.3378
0.0,0.0,0.010101010101010102,1.0,1.0,0.09090909090909091,4.3703
0.0,0.0,0.010101010101010102,1.0,1.0,1.0,4.4231
0.0,0.0,0.020202020202020204,0.0,0.0,0.0,6.1904
0.0,0.0,0.020202020202020204,0.0,0.0,0.09090909090909091,6.0909
0.0,0.0,0.020202020202020204,0.0,0.0,1.0,6.107
0.0,0.0,0.020202020202020204,0.0,0.18181818181818182,0.0,6.0975
0.0,0.0,0.020202020202020204,0.0,0.18181818181818182,0.09090909090909091,6.207
0.0,0.0,0.020202020202020204,0.0,0.18181818181818182,1.0,5.9981
0.0,0.0,0.020202020202020204,0.0,0.45454545454545453,0.0,6.1188
0.0,0.0,0.020202020202020204,0.0,0.45454545454545453,0.09090909090909091,6.3713
0.0,0.0,0.020202020202020204,0.0,0.45454545454545453,1.0,6.1561
0.0,0.0,0.020202020202020204,0.0,1.0,0.0,6.3122
0.0,0.0,0.020202020202020204,0.0,1.0,0.09090909090909091,6.1555
0.0,0.0,0.020202020202020204,0.0,1.0,1.0,6.1748
0.0,0.0,0.020202020202020204,0.2,0.0,0.0,5.7019
0.0,0.0,0.020202020202020204,0.2,0.0,0.09090909090909091,5.8506
0.0,0.0,0.020202020202020204,0.2,0.0,1.0,5.8025
0.0,0.0,0.020202020202020204,0.2,0.18181818181818182,0.0,6.0442
0.0,0.0,0.020202020202020204,0.2,0.18181818181818182,0.09090909090909091,6.0619
0.0,0.0,0.020202020202020204,0.2,0.18181818181818182,1.0,6.1587
0.0,0.0,0.020202020202020204,0.2,0.45454545454545453,0.0,6.1697
0.0,0.0,0.020202020202020204,0.2,0.45454545454545453,0.09090909090909091,6.0804
0.0,0.0,0.020202020202020204,0.2,0.45454545454545453,1.0,6.1652
0.0,0.0,0.020202020202020204,0.2,1.0,0.0,6.1045
0.0,0.0,0.020202020202020204,0.2,1.0,0.09090909090909091,6.1146
0.0,0.0,0.020202020202020204,0.2,1.0,1.0,6.1705
0.0,0.0,0.020202020202020204,0.4,0.0,0.0,4.9466
0.0,0.0,0.020202020202020204,0.4,0.0,0.09090909090909091,4.8406
0.0,0.0,0.020202020202020204,0.4,0.0,1.0,4.9475
0.0,0.0,0.020202020202020204,0.4,0.18181818181818182,0.0,4.9271
0.0,0.0,0.020202020202020204,0.4,0.18181818181818182,0.09090909090909091,4.8791
0.0,0.0,0.020202020202020204,0.4,0.18181818181818182,1.0,4.8299
0.0,0.0,0.020202020202020204,0.4,0.45454545454545453,0.0,4.8937
0.0,0.0,0.020202020202020204,0.4,0.45454545454545453,0.09090909090909091,4.9
0.0,0.0,0.020202020202020204,0.4,0.45454545454545453,1.0,4.8477
0.0,0.0,0.020202020202020204,0.4,1.0,0.0,5.1892
0.0,0.0,0.020202020202020204,0.4,1.0,0.09090909090909091,5.1301
0.0,0.0,0.020202020202020204,0.4,1.0,1.0,5.1923
0.0,0.0,0.020202020202020204,1.0,0.0,0.0,4.7158
0.0,0.0,0.020202020202020204,1.0,0.0,0.09090909090909091,4.884
0.0,0.0,0.020202020202020204,1.0,0.0,1.0,4.9139
0.0,0.0,0.020202020202020204,1.0,0.18181818181818182,0.0,4.7522
0.0,0.0,0.020202020202020204,1.0,0.18181818181818182,0.09090909090909091,4.9057
0.0,0.0,0.020202020202020204,1.0,0.18181818181818182,1.0,4.7925
0.0,0.0,0.020202020202020204,1.0,0.45454545454545453,0.0,4.9799
0.0,0.0,0.020202020202020204,1.0,0.45454545454545453,0.09090909090909091,5.0026
0.0,0.0,0.020202020202020204,1.0,0.45454545454545453,1.0,4.9731
0.0,0.0,0.020202020202020204,1.0,1.0,0.0,5.2083
0.0,0.0,0.020202020202020204,1.0,1.0,0.09090909090909091,5.0696
0.0,0.0,0.020202020202020204,1.0,1.0,1.0,5.1408
0.0,0.0,0.09090909090909091,0.0,0.0,0.0,11.268
0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,11.129
0.0,0.0,0.09090909090909091,0.0,0.0,1.0,11.148
0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,21.977
0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,10.837
0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,1.0,11.05
0.0,0.0,0.09090909090909091,0.0,0.45454545454545453,0.0,11.253
0.0,0.0,0.09090909090909091,0.0,0.45454545454545453,0.09090909090909091,10.922
0.0,0.0,0.09090909090909091,0.0,0.45454545454545453,1.0,11.217
0.0,0.0,0.09090909090909091,0.0,1.0,0.0,10.928
0.0,0.0,0.09090909090909091,0.0,1.0,0.09090909090909091,10.994
0.0,0.0,0.09090909090909091,0.0,1.0,1.0,10.843
0.0,0.0,0.09090909090909091,0.2,0.0,0.0,23.964
0.0,0.0,0.09090909090909091,0.2,0.0,0.09090909090909091,22.432
0.0,0.0,0.09090909090909091,0.2,0.0,1.0,11.2
0.0,0.0,0.09090909090909091,0.2,0.18181818181818182,0.0,10.879
0.0,0.0,0.09090909090909091,0.2,0.18181818181818182,0.09090909090909091,10.809
0.0,0.0,0.09090909090909091,0.2,0.18181818181818182,1.0,23.573
0.0,0.0,0.09090909090909091,0.2,0.45454545454545453,0.0,10.801
0.0,0.0,0.09090909090909091,0.2,0.45454545454545453,0.09090909090909091,11.033
0.0,0.0,0.09090909090909091,0.2,0.45454545454545453,1.0,10.774
0.0,0.0,0.09090909090909091,0.2,1.0,0.0,10.91
0.0,0.0,0.09090909090909091,0.2,1.0,0.09090909090909091,10.94
0.0,0.0,0.09090909090909091,0.2,1.0,1.0,10.858
0.0,0.0,0.09090909090909091,0.4,0.0,0.0,11.198
0.0,0.0,0.09090909090909091,0.4,0.0,0.09090909090909091,10.849
0.0,0.0,0.09090909090909091,0.4,0.0,1.0,10.874
0.0,0.0,0.09090909090909091,0.4,0.18181818181818182,0.0,10.984
0.0,0.0,0.09090909090909091,0.4,0.18181818181818182,0.09090909090909091,10.91
0.0,0.0,0.09090909090909091,0.4,0.18181818181818182,1.0,10.827
0.0,0.0,0.09090909090909091,0.4,0.45454545454545453,0.0,10.696
0.0,0.0,0.09090909090909091,0.4,0.45454545454545453,0.09090909090909091,10.829
0.0,0.0,0.09090909090909091,0.4,0.45454545454545453,1.0,10.577
0.0,0.0,0.09090909090909091,0.4,1.0,0.0,10.706
0.0,0.0,0.09090909090909091,0.4,1.0,0.09090909090909091,10.754
0.0,0.0,0.09090909090909091,0.4,1.0,1.0,10.723
0.0,0.0,0.09090909090909091,1.0,0.0,0.0,20.952
0.0,0.0,0.09090909090909091,1.0,0.0,0.09090909090909091,11.109
0.0,0.0,0.09090909090909091,1.0,0.0,1.0,10.881
0.0,0.0,0.09090909090909091,1.0,0.18181818181818182,0.0,10.906
0.0,0.0,0.09090909090909091,1.0,0.18181818181818182,0.09090909090909091,10.994
0.0,0.0,0.09090909090909091,1.0,0.18181818181818182,1.0,10.765
0.0,0.0,0.09090909090909091,1.0,0.45454545454545453,0.0,10.763
0.0,0.0,0.09090909090909091,1.0,0.45454545454545453,0.09090909090909091,11.083
0.0,0.0,0.09090909090909091,1.0,0.45454545454545453,1.0,10.583
0.0,0.0,0.09090909090909091,1.0,1.0,0.0,10.631
0.0,0.0,0.09090909090909091,1.0,1.0,0.09090909090909091,10.794
0.0,0.0,0.09090909090909091,1.0,1.0,1.0,10.662
0.0,0.0,1.0,0.0,0.0,0.0,213.14
