spout,split,count,buffer-size,heap,<$throughput
0.0,0.0,0.0,0.0,0.0,9260.0
0.0,0.0,0.0,0.0,0.3333333333333333,9282.3
0.0,0.0,0.0,0.0,1.0,9375.7
0.0,0.0,0.0,0.0075235349156944,0.0,8945.8
0.0,0.0,0.0,0.0075235349156944,0.3333333333333333,9213.3
0.0,0.0,0.0,0.0075235349156944,1.0,9453.5
0.0,0.0,0.0,0.04752811777960244,0.0,9267.3
0.0,0.0,0.0,0.04752811777960244,0.3333333333333333,9334.2
0.0,0.0,0.0,0.04752811777960244,1.0,9249.4
0.0,0.0,0.0,0.09774866810517673,0.0,9083.2
0.0,0.0,0.0,0.09774866810517673,0.3333333333333333,9395.3
0.0,0.0,0.0,0.09774866810517673,1.0,9314.8
0.0,0.0,0.0,1.0,0.0,9283.7
0.0,0.0,0.0,1.0,0.3333333333333333,9333.8
0.0,0.0,0.0,1.0,1.0,9023.6
0.0,0.0,0.09090909090909091,0.0,0.0,10871.0
0.0,0.0,0.09090909090909091,0.0,0.3333333333333333,10644.0
0.0,0.0,0.09090909090909091,0.0,1.0,10703.0
0.0,0.0,0.09090909090909091,0.0075235349156944,0.0,10750.0
0.0,0.0,0.09090909090909091,0.0075235349156944,0.3333333333333333,11009.0
0.0,0.0,0.09090909090909091,0.0075235349156944,1.0,10820.0
0.0,0.0,0.09090909090909091,0.04752811777960244,0.0,10991.0
0.0,0.0,0.09090909090909091,0.04752811777960244,0.3333333333333333,10874.0
0.0,0.0,0.09090909090909091,0.04752811777960244,1.0,10917.0
0.0,0.0,0.09090909090909091,0.09774866810517673,0.0,10803.0
0.0,0.0,0.09090909090909091,0.09774866810517673,0.3333333333333333,10793.0
0.0,0.0,0.09090909090909091,0.09774866810517673,1.0,10839.0
0.0,0.0,0.09090909090909091,1.0,0.0,10979.0
0.0,0.0,0.09090909090909091,1.0,0.3333333333333333,10817.0
0.0,0.0,0.09090909090909091,1.0,1.0,10620.0
0.0,0.0,0.18181818181818182,0.0,0.0,13009.0
0.0,0.0,0.18181818181818182,0.0,0.3333333333333333,12721.0
0.0,0.0,0.18181818181818182,0.0,1.0,12463.0
0.0,0.0,0.18181818181818182,0.0075235349156944,0.0,12901.0
0.0,0.0,0.18181818181818182,0.0075235349156944,0.3333333333333333,2122.2
0.0,0.0,0.18181818181818182,0.0075235349156944,1.0,12633.0
0.0,0.0,0.18181818181818182,0.04752811777960244,0.0,12959.0
0.0,0.0,0.18181818181818182,0.04752811777960244,0.3333333333333333,12561.0
0.0,0.0,0.18181818181818182,0.04752811777960244,1.0,12171.0
0.0,0.0,0.18181818181818182,0.09774866810517673,0.0,12597.0
0.0,0.0,0.18181818181818182,0.09774866810517673,0.3333333333333333,12305.0
0.0,0.0,0.18181818181818182,0.09774866810517673,1.0,11983.0
0.0,0.0,0.18181818181818182,1.0,0.0,12503.0
0.0,0.0,0.18181818181818182,1.0,0.3333333333333333,12276.0
0.0,0.0,0.18181818181818182,1.0,1.0,12221.0
0.0,0.0,0.45454545454545453,0.0,0.0,13551.0
0.0,0.0,0.45454545454545453,0.0,0.3333333333333333,14178.0
0.0,0.0,0.45454545454545453,0.0,1.0,13516.0
0.0,0.0,0.45454545454545453,0.0075235349156944,0.0,13677.0
0.0,0.0,0.45454545454545453,0.0075235349156944,0.3333333333333333,14223.0
0.0,0.0,0.45454545454545453,0.0075235349156944,1.0,14074.0
0.0,0.0,0.45454545454545453,0.04752811777960244,0.0,14672.0
0.0,0.0,0.45454545454545453,0.04752811777960244,0.3333333333333333,13611.0
0.0,0.0,0.45454545454545453,0.04752811777960244,1.0,14277.0
0.0,0.0,0.45454545454545453,0.09774866810517673,0.0,14290.0
