max_spout,spliters,counters,<$latency
0.0,0.0,0.0,2.5786
0.0,0.0,0.11764705882352941,2.5385
0.0,0.0,0.29411764705882354,2.5477
0.0,0.0,0.47058823529411764,2.5699
0.0,0.0,0.6470588235294118,2.6341
0.0,0.0,0.8235294117647058,2.585
0.0,0.0,1.0,2.6116
0.0,0.2,0.0,2.6345
0.0,0.2,0.11764705882352941,2.4483
0.0,0.2,0.29411764705882354,2.4584
0.0,0.2,0.47058823529411764,2.4867
0.0,0.2,0.6470588235294118,2.4514
0.0,0.2,0.8235294117647058,2.5676
0.0,0.2,1.0,2.4561
0.0,0.4,0.0,2.2345
0.0,0.4,0.11764705882352941,2.2434
0.0,0.4,0.29411764705882354,2.274
0.0,0.4,0.47058823529411764,2.2873
0.0,0.4,0.6470588235294118,2.2376
0.0,0.4,0.8235294117647058,2.263
0.0,0.4,1.0,2.2561
0.0,1.0,0.0,2.3172
0.0,1.0,0.11764705882352941,2.1844
0.0,1.0,0.29411764705882354,2.1994
0.0,1.0,0.47058823529411764,2.2659
0.0,1.0,0.6470588235294118,2.2965
0.0,1.0,0.8235294117647058,2.2694
0.0,1.0,1.0,2.2763
9.000009000009e-06,0.0,0.0,15.267
9.000009000009e-06,0.0,0.11764705882352941,9.0425
9.000009000009e-06,0.0,0.29411764705882354,8.4104
9.000009000009e-06,0.0,0.47058823529411764,8.5116
9.000009000009e-06,0.0,0.6470588235294118,8.4711
9.000009000009e-06,0.0,0.8235294117647058,8.2902
9.000009000009e-06,0.0,1.0,8.6734
9.000009000009e-06,0.2,0.0,16.932
9.000009000009e-06,0.2,0.11764705882352941,7.9557
9.000009000009e-06,0.2,0.29411764705882354,6.2931
9.000009000009e-06,0.2,0.47058823529411764,5.6942
9.000009000009e-06,0.2,0.6470588235294118,5.9139
9.000009000009e-06,0.2,0.8235294117647058,5.822
9.000009000009e-06,0.2,1.0,5.704
9.000009000009e-06,0.4,0.0,19.849
9.000009000009e-06,0.4,0.11764705882352941,8.641
9.000009000009e-06,0.4,0.29411764705882354,6.7821
9.000009000009e-06,0.4,0.47058823529411764,6.8006
9.000009000009e-06,0.4,0.6470588235294118,7.0763
9.000009000009e-06,0.4,0.8235294117647058,6.9694
9.000009000009e-06,0.4,1.0,6.515
9.000009000009e-06,1.0,0.0,13.874
9.000009000009e-06,1.0,0.11764705882352941,6.6913
9.000009000009e-06,1.0,0.29411764705882354,5.4324
9.000009000009e-06,1.0,0.47058823529411764,5.274
9.000009000009e-06,1.0,0.6470588235294118,5.8555
9.000009000009e-06,1.0,0.8235294117647058,5.2717
